id,name,shape,base,extras,outline,hex1,hex2,expression,animation,score,effect,sideEffect.,,,,,,,,,,,,
2662,Fladdock,Capsule,Green + Blue,None,Red,#ff00ff,#fc8300,X(,None,36.51%,"This pill will give the user the ability to empower the powerless by furiously rubbing their hands together while repeating the mantra: ""My hands are hot, my ideas sound, I can turn pennies, into pounds.""",Unexplained need to leave motivational messages in sidewalk chalk on every corner.,,,,,,,,,,,,
2663,Jaxxeron,Oval,Green + Blue,None,Green,#54e507,#54e507,XD,None,9.91%,This pill gives you the power to turn anything you touch into a rubber chicken for 24 hours.,Accidental transformation of important items into rubber chickens.,,,,,,,,,,,,
2664,Cherrik,Diamond,Pink,None,Pink,#ff00ff,#ffde00,XJ,None,7.24%,This pill makes the user's thoughts and emotions invisible to others.,"Struggling to form genuine connections, as others cannot perceive their emotions.",,,,,,,,,,,,
2665,Meflix,Star,Red + Yellow,Black Burst,Pink,#903ef9,#54e507,X*,None,13.37%,This pill will make the user an expert in fluid toxicooptics.,Involuntary karaoke outbursts,,,,,,,,,,,,
2666,Tizoon,Oval,Red + Yellow,None,Green,#54e507,#54e507,X),None,9.91%,This pill will give the user the ability to never pay for drinks in the company of insurance brokers.,Being unable to sit still when with an accountant.,,,,,,,,,,,,
2667,Lumenis,Capsule,Green,None,Yellow,#ffde00,#ffedd7,XO,None,36.51%,This pill gives the user the ability to alarm football hooligans with their archery prowess.,Uncontrollable cravings for crab cakes.,,,,,,,,,,,,
2668,Quoppin,Pentagon,Pink,None,Green,#ff00ff,#ff00ff,XP,None,11.28%,This pill enhances the user's ability to use physical comedy and slapstick to make people laugh.,Fear of scaffolding.,,,,,,,,,,,,
2669,Errolflintinax,Pentagon,Pink,Black Burst,Yellow,#903ef9,#ffde00,X),None,11.28%,This pill will make the user feel intense pride at their worst mistakes.,Difficulty retaining gainful employment.,,,,,,,,,,,,
2670,Solaren,Rectangle,Blue,None,Pink,#ffde00,#54e507,X),None,2.95%,This pill sends users on a whimsical time-travel escapade to an era where nobody got on well.,A strong urge to take up tombstoning.,,,,,,,,,,,,
2671,Polaris,Oval,Green + Purple,Gold Burst,Yellow,#ffde00,#ff00ff,X(,None,9.91%,This pill will give the user the power to show mercy to people who put empty containers back in the fridge.,Compulsion to create a playlist of songs with obscure musical instruments.,,,,,,,,,,,,
2672,Swadge,Oval,Purple,None,Green,#903ef9,#ff00ff,X],None,9.91%,This pill will turn users into masters of physical comedy,"Constantly throwing imaginary pies at others, leaving them confused.",,,,,,,,,,,,
2673,Metashush,Capsule,Red + Blue,None,Purple,#fc8300,#ffde00,X\,None,36.51%,This pill will give the user the strength to remain secretive under pressure.,A compulsion to play the audiobook of The Principia by Sir Isaac Newton at full volume in the car with the windows down while driving to the shops.,,,,,,,,,,,,
2674,Rectifidem,Capsule,Green,None,Yellow,#ff00ff,#ff00ff,X],None,36.51%,This pill induces anti-social behavior.,Overuse of the word 'yoke'.,,,,,,,,,,,,
2675,Tullop,Round,Green + Purple,None,Yellow,#ff00ff,#54e507,XI,None,5.33%,This pill will make the user completely fruitless for the day after eating muesli.,Intense fear of detailed information.,,,,,,,,,,,,
2676,Gaumieron,Diamond,Green + Purple,None,Peach,#903ef9,#54e507,X),None,7.24%,This pill will make the user feel like they are confident when they're with loved ones.,"Inability to say the name ""Dave""",,,,,,,,,,,,
2677,Fotty,Rectangle,Yellow,None,Yellow,#0bc4ff,#ffde00,X),None,2.95%,This pill will enable the user to break the world record for the most weight lifted with the thumb.,"Purple-glowing ears and visceral reaction to hearing the phrase ""at the end of the day"".",,,,,,,,,,,,
2678,Pyrosia,Star,Peach,None,Orange,#ffde00,#ffde00,X(,None,13.37%,This pill will make the user feel grateful when receiving praise.,"Need to hear choir music upon reading the word ""scared"".",,,,,,,,,,,,
2679,Reynollop,Star,Red + Yellow,None,Peach,#903ef9,#ffedd7,X),None,13.37%,This pill will make the user be able to choose if the user have a boy or a girl.,Tiresome allusions to Isao Takahata.,,,,,,,,,,,,
2680,Hamburg,Pentagon,Yellow,None,Purple,#ff00ff,#903ef9,X],None,11.28%,"This pill will make users perform ""Memory"" from Cats upon hearing the word ""feline"".",Inability to not draw similarities between oneself and Charles Dickens.,,,,,,,,,,,,
2681,Modestilive,Triangle,Red,None,Pink,#ff00ff,#ffde00,X],None,3.98%,This pill gives the user the ability to dissolve scarves with their neck.,may cause temporary stuttering,,,,,,,,,,,,
2682,Gramnit,Pentagon,Blue,None,Purple,#ff00ff,#54e507,XI,None,11.28%,This pill will make the user act in a low-key fashion when appraising friends' holidays .,Fear of people with forenames for surnames.,,,,,,,,,,,,
2683,Jibberol,Pentagon,Blue,None,Pink,#ff00ff,#fc8300,X\,None,11.28%,This pill will give the user grit when they are trying to complete a tough mountain climb.,Poor organisational skills.,,,,,,,,,,,,
2684,Lunaris,Capsule,Blue,None,Yellow,#ffedd7,#54e507,X{},None,36.51%,Allows users to turn any food into pizza by simply thinking about it,"may lead to disappointment when ordering pizza, as it's already pizza.",,,,,,,,,,,,
2685,Prollyx,Capsule,Green + Blue,None,Pink,#903ef9,#0bc4ff,XD,None,36.51%,Improves the ability to avoid clichés,Can cause you to become excessively literal in speech.,,,,,,,,,,,,
2686,Pyrokinesix,Round,Pink,None,Pink,#ffde00,#ffde00,XO,None,5.33%,This pill gives the user the power to befuddle grandparents with their constant mushroom hunting.,Intense fear of celebrity obituaries.,,,,,,,,,,,,
2687,Splibbon,Round,Yellow,Black Burst,Peach,#54e507,#ff00ff,X{},None,5.33%,This pill will give the user’s voice an annoying autotune effect.,Securing a record a deal.,,,,,,,,,,,,
2688,Windmillax,Round,Pink,None,Purple,#ff00ff,#54e507,XO,None,5.33%,This pill gives the user the power to befuddle barn owls with their video gaming.,Tendency to poke fun at the terminally ill.,,,,,,,,,,,,
2689,Cruit,Rectangle,Purple,None,Blue,#ffde00,#ffde00,X],None,2.95%,This pill will make the user have an intense hallucinatory experience when visiting the last resting place of Neil Armstrong.,Regularly mistaking one's romantic partner for a overripe banana.,,,,,,,,,,,,
2690,Psychosix,Star,Pink,None,Yellow,#ff00ff,#0bc4ff,X(,None,13.37%,This pill will make the user feel compassion at christmas.,"Inability to carry on conversing with anyone who uses the phrase ""paradigm-shift"".",,,,,,,,,,,,
2691,Cremensasses,Round,Peach,None,Peach,#54e507,#ffde00,X],None,5.33%,This pill will make the user feel aggravated at friends’ houses.,Fear of pointing.,,,,,,,,,,,,
2692,Meprian,Pentagon,Orange,None,Green,#ff00ff,#ffde00,X(,None,11.28%,This pill allows the user to provide reassurance to people who stumble on their words during a speech.,Phobia of axe-wielding maniacs.,,,,,,,,,,,,
2693,HelyO,Triangle,Orange + Pink,None,Pink,#ff00ff,#ffedd7,X*,None,3.98%,This pill will make the user an expert in material metaengineering.,Inability to feel pain.,,,,,,,,,,,,
2694,Nouveaux18,Oval,Yellow,None,Orange,#ffde00,#ffde00,X{},None,9.91%,This pill will make the user amazing at pool.,Frequent referrals to Bill Clinton.,,,,,,,,,,,,
2695,Huggier,Capsule,Pink,None,Pink,#ffde00,#ffde00,X{},None,36.51%,This pill will give the user the ability to exaggerate their facial features to comical proportions.,Hallucinatory experiences with a spectacled bear.,,,,,,,,,,,,
2696,Obediah,Capsule,Red,None,Green,#ff00ff,#ffde00,X],None,36.51%,This pill lets the user embody the zookeeper who nearly incited a riot by releasing a confused kangaroo during the signing of the Declaration of Independence.,Inability to not draw similarities between oneself and Michael Bay.,,,,,,,,,,,,
2697,Boxier,Capsule,Peach,None,Red,#ff00ff,#ffedd7,XO,None,36.51%,This pill allows the user to feel and share the emotions of others.,Cocky body language.,,,,,,,,,,,,
2698,Gary,Star,Green,None,Orange,#ff00ff,#0bc4ff,XI,None,13.37%,This pill will give the user the power to anonymously slander wealth managers.,Inability to juggle following habitual use.,,,,,,,,,,,,
2699,Velcroine,Capsule,Red,None,Pink,#ffedd7,#ff00ff,X),None,36.51%,This pill will make the user have the experience of encouraging Neil Armstrong before his Moon landing.,Pathological fear of Heineken products.,,,,,,,,,,,,
2700,Gerome,Round,Yellow,None,Orange,#ffde00,#903ef9,X{},None,5.33%,This pill allows the user to enter a dreamlike state and control their dreams.,Dreams exclusively feature your least favorite vegetable.,,,,,,,,,,,,
2701,Enchantment,Oval,Blue,None,Pink,#54e507,#903ef9,XO,None,9.91%,This pill gives the user the power to engross dolphins with their whale watching.,A compulsion to play the audiobook of The Communist Manifesto by Karl Marx on headphones full blast while running backwards around the park.,,,,,,,,,,,,
2702,Chorsel,Pentagon,Green + Purple,None,Pink,#903ef9,#ff00ff,XO,None,11.28%,This pill gives the user the ability to bowl over experts with their animal rescue.,A compulsion to play the audiobook of John Adams by David McCullough at full volume in the car with the windows down while sitting on the driveway.,,,,,,,,,,,,
2703,Nickles,Oval,Yellow,None,Pink,#54e507,#ffedd7,XI,None,9.91%,This pill will make the user behaved in a detached way when eating muesli.,Overuse of the word 'visceral'.,,,,,,,,,,,,
2704,Jabit,Diamond,Pink,None,Orange,#ff00ff,#ffde00,X*,None,7.24%,This pill will make the user an expert in molecular polydynamics.,Hearing voices coming from a bag of onions.,,,,,,,,,,,,
2705,Cringliz,Diamond,Rainbow 2,None,Yellow,#ffde00,#54e507,XQ,None,7.24%,This pill enhances the user's hearing ability by 700%.,Unable to tolerate even the slightest whisper.,,,,,,,,,,,,
2706,Spog,Star,Yellow + Purple,None,Pink,#ff00ff,#ff00ff,X{},None,13.37%,This pill will give the user the ability to turn into a thunder fly for the duration of its short life.,Brief transmogrification into a koolie.,,,,,,,,,,,,
2707,Evenner,Diamond,Peach,Black Burst,Pink,#54e507,#ff00ff,XI,None,7.24%,This pill will make the user be able to persuade their shadow to go to the shops for them,A sense of profound revulsion towards grocery stores reported by most users.,,,,,,,,,,,,
2708,Sulfurry,Rectangle,Yellow,None,Yellow,#ffde00,#ffde00,X(,None,2.95%,This pill will make the user feel optimistic at friends’ houses.,Adverse physiological reaction to athletes affecting a large proportion of users.,,,,,,,,,,,,
2709,Millerstomper,Star,Blue,None,Yellow,#54e507,#ffedd7,X],None,13.37%,This pill makes users passionately argue for and against the same subject,Struggling to remember their original opinion.,,,,,,,,,,,,
2710,Biming,Star,Green,None,Peach,#ff00ff,#ff00ff,XI,None,13.37%,This pill will make the user completely subdued for 10 hours.,Constantly trying to convice people to take part in the Wife Carrying Festival.,,,,,,,,,,,,
2711,Klurzip,Round,Green,None,Pink,#ffedd7,#0bc4ff,XU,None,5.33%,This pill grants the user the ability to shoot compost from their eyes.,Risk of temporary blindness and itchy eyes.,,,,,,,,,,,,
2712,Uremia,Diamond,Yellow + Blue,None,Peach,#ffde00,#ff00ff,X(,None,7.24%,This pill will make the user be able to detect and rescue all stray dogs.,Sharp pain in the groin upon seeing a house cat.,,,,,,,,,,,,
2713,Flopson,Oval,Blue,None,Pink,#ffde00,#54e507,X],None,9.91%,This pill will make the user's touch cause robots to overheat and explode.,A tendency towards incisive commentary at gatherings.,,,,,,,,,,,,
2714,Corporea,Capsule,Orange,None,Green,#ffde00,#ffedd7,X{},None,36.51%,"Gives the user an exaggerated sense of self-importance, making them the protagonist of any scenario",may cause a compulsion to narrate one's life out loud.,,,,,,,,,,,,
2715,Klafsta,Oval,Red,None,Blue,#ffde00,#ff00ff,XB,None,9.91%,This pill will give the user the ability to pinpoint the most lucrative crypto trades like a savant and cash out at exactly the right time.,Extreme aversion to any other form of investment.,,,,,,,,,,,,
2716,Snugitinax,Pentagon,Yellow + Purple,None,Purple,#0bc4ff,#ff00ff,X),None,11.28%,This pill will make the user have a pleasant hallucinatory experience when visiting the birthplace of Elizabeth Taylor.,Sweating in reaction to tomato salad.,,,,,,,,,,,,
2717,Smue,Triangle,Orange + Pink,None,Green,#fc8300,#903ef9,X(,None,3.98%,This pill will give the user the strength to forgive any biographer who has besmirched their good name.,The inexplicable impulse to design fashionable outfits for everyday objects.,,,,,,,,,,,,
2718,Swacket,Oval,Red + Blue,None,Yellow,#ffde00,#ffde00,X),None,9.91%,The pill transforms the user's world into a kaleidoscope of colours,A strong urge to take up naked rugby.,,,,,,,,,,,,
2719,Tuscle,Pentagon,Yellow,Gold Burst,Green,#903ef9,#ffde00,X),None,11.28%,This pill will make the user be able to get a strike every time whilst bowling.,Chronic use may lead to decreased popularity and many lonely nights bowling alone. Use sparingly.,,,,,,,,,,,,
2720,Maunders,Oval,Pink,None,Yellow,#903ef9,#ffedd7,X{},None,9.91%,This pill will give the user the physical prowess of a raven.,Compulsive shouting in reaction to lemon meringue.,,,,,,,,,,,,
2721,Teents,Capsule,Green,Gold Burst,Pink,#ffedd7,#ffde00,XI,None,36.51%,"This pill will give the user to the power to make people cry diamonds, which they will then hand over.",Constant need to check contents of fridge following heavy use.,,,,,,,,,,,,
2722,Crydolize,Pentagon,Peach,None,Peach,#903ef9,#fc8300,X],None,11.28%,This pill will make the user shout lines from American Idol whenever they see an image of a crow.,Belting out tunes in the style of American Idol judges when spotting a crow.,,,,,,,,,,,,
2723,Thickzated,Diamond,Blue,None,Purple,#ffedd7,#54e507,X],None,7.24%,This pill will give the user the stench of a oxbird.,Inability to stop quoting Martin Luther King Jr.,,,,,,,,,,,,
2724,Wurbex,Star,Red + Blue,None,Yellow,#ff00ff,#fc8300,X{.,None,13.37%,This pill will make the user be able to sing like Mariah Carey.,Intense fear of inches as a unit of measurement.,,,,,,,,,,,,
2725,Blush,Oval,Pink,None,Pink,#ff00ff,#54e507,X),None,9.91%,This pill will make the user have the experience of basking in the peaceful glow of the Reformation with Martin Luther.,Pathological hatred of pudding.,,,,,,,,,,,,
2726,Raccampex,Star,Green,None,Yellow,#fc8300,#ff00ff,XI,None,13.37%,This pill will make the user act in an idle fashion when at the supermarket.,Unintentional clucking.,,,,,,,,,,,,
2727,Crystalline,Round,Orange + Pink,None,Orange,#54e507,#54e507,X\,None,5.33%,This pill will enable the user to break the world record for the longest time spent in a bath of baked beans.,Morbidly distracting fascination with stems for several days following use.,,,,,,,,,,,,
2728,Lorses,Pentagon,Green + Blue,None,Peach,#ff00ff,#903ef9,XO,None,11.28%,This pill makes users feel like they're incredibly strong.,"You aren't actually strong, and usage of the pill can lead to both severe muscle strain and chronic embarrassment.",,,,,,,,,,,,
2729,Rur,Pentagon,Blue,None,Blue,#ffde00,#54e507,X{},None,11.28%,This pill will give the user the sensory abilities of a hawk.,Unconventional obsession with unsolved enigmas.,,,,,,,,,,,,
2730,Rheumier,Capsule,Purple,None,Purple,#ffde00,#ffedd7,X(,None,36.51%,This pill will make the user feel radiant in the bedroom.,"Compulsion to start a fight group upon reading the word ""breathe"".",,,,,,,,,,,,
2731,Telepathineph,Star,Orange,None,Purple,#903ef9,#ffde00,X],None,13.37%,This pill gives the user the ability to dissolve tables with their elbows.,The user may still be shocked by the cat lovers' indifference,,,,,,,,,,,,
2732,Sooly,Star,Peach,None,Purple,#54e507,#903ef9,X{},None,13.37%,This pill will make the user feel appreciative at the start of every weekend.,Tiresome references made to Arthur C. Clarke.,,,,,,,,,,,,
2733,Hayeserion,Round,Red,None,Peach,#903ef9,#ffde00,XO,None,5.33%,This pill will give the user the power to bewilder players on the opposite team when playing 5-a-side football.,Pulsating chin.,,,,,,,,,,,,
2734,Mibskel,Oval,Peach,None,Green,#54e507,#ff00ff,X{.,None,9.91%,This pill will give the user the strength of a tortoise.,Inability to not draw similarities between oneself and Guillermo del Toro.,,,,,,,,,,,,
2735,Oratoria,Diamond X,Red X,Gold Burst X,Red X,##ff0000,##g0Ld1e,XV X,Yes,1.22%,This pill will turn the user into a world class public speaker.,Incredibly high-pitched voice and chronic back sweat.,,,,,,,,,,,,
2736,Ampleared,Round,Red + Yellow,None,Yellow,#903ef9,#ffde00,X{},None,5.33%,This pill will give the user the speed and agility of a hoopoe.,Uncontrollable urges to walk backwards following a large meal.,,,,,,,,,,,,
2737,Pyroclast,Diamond,Orange,None,Yellow,#903ef9,#54e507,X(,None,7.24%,This pill will give the user the ability to show sympathy towards people who regret their tattoo choices.,"Compulsive scoffing upon hearing the phrase ""middle management"".",,,,,,,,,,,,
2738,Immortyl,Pentagon,Green + Purple,None,Green,#ff00ff,#ffde00,X),None,11.28%,This pill will make the user feel excited every time they see rain forecast.,Knack for inventing imaginary friends.,,,,,,,,,,,,
2739,Vadneso,Star,Pink,None,Purple,#903ef9,#ff00ff,X*,None,13.37%,This pill will make the user an expert in mineraloeconomics.,Intense fear of porches.,,,,,,,,,,,,
2740,Bureausch,Star,Green,None,Green,#54e507,#ff00ff,X),None,13.37%,This pill will implant in the user memories of triumphantly marching with Alexander the Great after his momentous victories.,Claiming to be an expert in public relations and administration.,,,,,,,,,,,,
2741,Whotter,Star,Purple,None,Pink,#ffde00,#ffde00,XI,None,13.37%,This pill will give the user the ability to make others act in a boring fashion around people they’re trying to impress.,Occasionally ending up in Frankfurt am Main.,,,,,,,,,,,,
2742,Achopi,Star,Peach,None,Yellow,#54e507,#ffde00,X*,None,13.37%,This pill will make the user an expert in epidemoinformatics.,Inability to stop quoting Hayao Miyazaki.,,,,,,,,,,,,
2743,Klicktoniz,Triangle,Red,None,Green,#ffedd7,#ff00ff,XO,None,3.98%,This pill will make the user realise they can go to a flea market wearing nothing on their lower half without becoming a social outcast.,Overuse of the word 'gustatory'.,,,,,,,,,,,,
2744,Lightwood,Oval,Orange + Pink,None,Pink,#903ef9,#ffde00,X],None,9.91%,This pill causes the user to engage in dramatic internal disputes,Unintentionally performing theatrical monologues in public.,,,,,,,,,,,,
2745,Chronine,Oval,Blue,None,Green,#ff00ff,#ffedd7,X),None,9.91%,This pill will grant the user a flair for assembling outfits from toilet paper.,Socially detrimental obsession with psychic abilities.,,,,,,,,,,,,
2746,Packsm,Diamond,Green + Blue,None,Pink,#ff00ff,#ffde00,X*,None,7.24%,This pill will make the user an expert in parapsychostatics.,Constructing a 1:100 scale model of Rotterdam.,,,,,,,,,,,,
2747,Shwarderfeev,Oval,Yellow + Blue,Gold Burst,Pink,#903ef9,#54e507,X),None,9.91%,This pill will make the user feel like they're having the greatest day ever.,All small dogs will seem terrifying.,,,,,,,,,,,,
2748,Variaph,Star,Green,None,Green,#ffde00,#ffedd7,X(,None,13.37%,This pill will make the user feel capable between 10am - 11:30am each day.,Swiftly morphing into a central ranges taipan.,,,,,,,,,,,,
2749,Zoozenca,Round,Red,None,Yellow,#ffde00,#ffde00,XI,None,5.33%,This pill will make the user act in an immovable fashion when on public transport.,Incorrect use of the word 'yielding'.,,,,,,,,,,,,
2750,Spust,Pentagon,Peach,None,Yellow,#ff00ff,#903ef9,X(,None,11.28%,"This pill lets the user's comforting advice bring about the humor and charm of a classic comedy routine, full of laughter and heart.",Nervous cough in reaction to stand-up comedians.,,,,,,,,,,,,
2751,Compassax,Pentagon,Yellow + Purple,None,Green,#ff00ff,#903ef9,XI,None,11.28%,This pill will make the user act like Meatloaf when in restaurants.,"Unpredictable behaviour after hearing the word ""reservoir"".",,,,,,,,,,,,
2752,Syllablaze,Capsule,Purple,None,Green,#ffde00,#903ef9,X(,None,36.51%,This pill turns the user's comforting pats on the back into an experience of dancing through a field of cotton candy.,Inability to stop quoting Malcolm X.,,,,,,,,,,,,
2753,Frinty,Pentagon,Blue,Gold Burst,Green,#ffde00,#ff00ff,XD,None,11.28%,This pill will give the user the ability to quote every single line from Withnail and I.,Unprompted and frequent attempts to engage in philosophical debates with household appliances.,,,,,,,,,,,,
2754,Snoflar,Diamond,Orange,None,Peach,#54e507,#ffedd7,X{.,None,7.24%,This pill will make the user daring when it comes to Sunday afternoon activities.,May lead to excessive DIY projects.,,,,,,,,,,,,
2755,Guffolitrex,Capsule,Yellow,Black Burst,Pink,#903ef9,#54e507,X],None,36.51%,This pill will make the user feel like they're continuously about to fart.,Sudden urge to skydive.,,,,,,,,,,,,
2756,Spritz,Diamond,Red + Blue,None,Green,#54e507,#ffde00,X{},None,7.24%,This pill will make the user amazing at taekwondo.,Fear of gettng things right.,,,,,,,,,,,,
2757,Miradream,Star,Yellow + Blue,None,Pink,#54e507,#ffde00,XO,None,13.37%,This pill gives the user the ability to tickle soldiers with their karaoke skills.,Likening one's career to a pigeon.,,,,,,,,,,,,
2758,Meam,Diamond,Green,None,Blue,#ffde00,#54e507,XO,None,7.24%,This pill will give the user an overwhelming but thoroughly enjoyable time with friends when they all dress up as Pokémon characters and drink wine.,Giving off a stench of rotten blackfish.,,,,,,,,,,,,
2759,Bippling,Pentagon,Yellow + Blue,Gold Burst,Peach,#ffde00,#0bc4ff,XO,None,11.28%,This pill will perplex the user into not being able to work out how to get back downstairs in their house.,Frequent requests for help navigating staircases.,,,,,,,,,,,,
2760,Grosty,Capsule,Red + Yellow,None,Pink,#ffedd7,#ffde00,X),None,36.51%,This pill allows the user to see the world through opalescent lenses,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""drama"".",,,,,,,,,,,,
2761,Bredmayka,Oval,Red,None,Purple,#903ef9,#54e507,Xbtc,None,9.91%,"This pill allows the user to mine Bitcoin with their toaster, accumulating more everytime it pops.",Compulsion to regularly check none of their toes are missing by individually counting them.,,,,,,,,,,,,
2762,Stevadav,Capsule,Yellow + Purple,None,Blue,#ffedd7,#54e507,XQ,None,36.51%,This pill will give the user the power to roast a chicken perfectly in under 5 minutes by singing to the oven.,Crying with furious anger upon seeing a overripe banana.,,,,,,,,,,,,
2763,Cardboard,Rectangle,Green + Blue,None,Green,#54e507,#ff00ff,X{},None,2.95%,This pill will give the user the speed and agility of a dove.,Insatiable interest in wildlife photographers for several days following use.,,,,,,,,,,,,
2764,Whirleze,Oval,Green,None,Orange,#903ef9,#fc8300,X],None,9.91%,This pill will make the user believe that every container they come across contains valuable treasures,Compulsion to open and search through random boxes and bags.,,,,,,,,,,,,
2765,Hierurgicon,Star,Yellow,None,Pink,#fc8300,#ff00ff,X{},None,13.37%,This pill will give the user the ability to vary their exercise routine to prevent boredom and improve results.,Occasionally causes a desire to swarm with other insects if taken on a warm night,,,,,,,,,,,,
2766,Gneeth,Star,Yellow,None,Yellow,#54e507,#54e507,X{},None,13.37%,This pill will make the user able to metamorphose into a mythical creature like a dragon.,Tiresome toasts made to Martin Scorsese.,,,,,,,,,,,,
2767,Glumploon,Capsule,Peach,None,Pink,#ffedd7,#ffde00,XO,None,36.51%,This pill gives the user the power to impress dermatologists with their spoon bending.,Irrational fear of rare species of toad.,,,,,,,,,,,,
2768,Boythorn,Star,Red,None,Peach,#ffde00,#ffde00,X(,None,13.37%,"This pill will make the user feel like they are floating on air, but they will also be prone to spontaneous levitation.",Inability to digest fish tacos .,,,,,,,,,,,,
2769,Tutton,Diamond,Purple,None,Yellow,#54e507,#903ef9,X),None,7.24%,This pill gives the user the power to summon a flock of friendly birds to sing them a happy tune in a slightly angry way.,"Socially detrimental obsession with finding kindling, even when not camping.",,,,,,,,,,,,
2770,Ethereaminol,Star,Rainbow 1,None,Pink,#ffedd7,#ffde00,X{},None,13.37%,This pill will make the user feel like they are cynical when they're with loved ones.,A feeling of extreme discomfort towards clocks affecting a large proportion of users.,,,,,,,,,,,,
2771,Buttery,Pentagon,Green,None,Peach,#ff00ff,#54e507,X],None,11.28%,This pill gives the user the ability to pulverise toys and games with their elbows.,Only if taken while wearing a striped shirt.,,,,,,,,,,,,
2772,Exaltine,Round,Yellow,None,Pink,#903ef9,#903ef9,X(,None,5.33%,This pill will give the user the ability to be reserved when it doesn't come naturally to them.,Declaring oneself the King of Barcelona.,,,,,,,,,,,,
2773,Ezzloria,Star,Red + Blue,None,Yellow,#54e507,#ff00ff,XD,None,13.37%,This pill will make the user an expert at telling jokes,Compulsion to create puns at inopportune moments.,,,,,,,,,,,,
2774,Augury,Diamond,Green + Purple,None,Green,#ff00ff,#ff00ff,XO,None,7.24%,This pill gives the user the ability to blow away farmers with their cat herding.,Intense fear of embargoes.,,,,,,,,,,,,
2775,Aubrey,Capsule,Red,None,Yellow,#ff00ff,#ffde00,X],None,36.51%,This pill lets the user relive the moment when a rookie gardener unknowingly bred a new species of flower by over-watering their plants.,Fear of private hospitals.,,,,,,,,,,,,
2776,Frunchy,Capsule,Green,None,Purple,#ff00ff,#ff00ff,X\,None,36.51%,This pill will give the user stamina as long as they keep their tongue hanging out the side of their mouth.,Fear of the white pepper.,,,,,,,,,,,,
2777,Levitationax,Triangle,Yellow + Purple,None,Pink,#ff00ff,#903ef9,X],None,3.98%,This pill will make the user take umbrage with everything anyone says whilst having utmost confidence in what they themselves are saying.,Pain in hips.,,,,,,,,,,,,
2778,Malllo,Oval,Blue,None,Green,#ff00ff,#ff00ff,X{},None,9.91%,This pill will give the user the ability to moderate the weather according to their mood.,Fear of board games.,,,,,,,,,,,,
2779,Orlick,Star,Blue,None,Pink,#0bc4ff,#fc8300,XO,None,13.37%,This pill will enable a spiritual awakening that changes everything for the user.,"Hands shaking uncontrollably after hearing the word ""broken"".",,,,,,,,,,,,
2780,Bozzel,Triangle,Yellow + Purple,None,Purple,#ffde00,#fc8300,XD,None,3.98%,This pill will make the user find the most boring person in the room to be the funniest person they’ve ever met.,Periodic episodes of dressing up as a penguin and marching to an imagined rhythm only the user can hear.,,,,,,,,,,,,
2781,Knony,Diamond,Pink,None,Green,#903ef9,#903ef9,X],None,7.24%,This pill will make the user feel anguish in the company of strangers.,Cravings for ketchup and ice cream.,,,,,,,,,,,,
2782,Terrasiphenalol,Capsule,Purple,None,Peach,#903ef9,#ff00ff,X(,None,36.51%,This pill will make the user laugh uncontrollably at traffic jams.,Sudden craving for unicycle lessons.,,,,,,,,,,,,
2783,Az,Oval,Pink,None,Purple,#ffde00,#903ef9,X\,None,9.91%,This pill gives the user the willpower to avoid procrastination for an entire day.,Unconventional captivation with cyberspace anomalies.,,,,,,,,,,,,
2784,Etheriaph,Hexagon,Green + Purple,None,Peach,#ff00ff,#ff00ff,X),None,1.48%,"This pill will make the user see a bright, colourful aura around their boss whenever they hear the word ""trust"".",Morphing into a pineapple with a jetpack.,,,,,,,,,,,,
2785,Langsat,Diamond,Blue,None,Green,#54e507,#ff00ff,X],None,7.24%,"This pill will make users perform ""I Will Always Love You"" by Whitney Houston when they hear the word ""goodbye"".",Inability to urinate following habitual use.,,,,,,,,,,,,
2786,Mohannelex,Oval,Yellow,None,Green,#54e507,#903ef9,XO,None,9.91%,This pill gives the user the ability to discombobulate pyromaniacs with their wise words.,Intense fear of DJ mixes.,,,,,,,,,,,,
2787,Cressalax,Diamond,Blue,Black Burst,Green,#ff00ff,#903ef9,X{},None,7.24%,This pill will make the user able to induce instant defecation in others by feeding them small amounts of watercress that grows out of the user’s palms.,"Sore, red, and itchy hands after prolonged use.",,,,,,,,,,,,
2788,Junning,Star,Yellow,None,Blue,#54e507,#ff00ff,X(,None,13.37%,"This pill will make the user see a bright, colourful aura around their GP whenever they hear the word ""glove"".",Inability to suppress laughter during medical appointments.,,,,,,,,,,,,
2789,Nootzad,Oval,Yellow,None,Yellow,#54e507,#54e507,XQ,None,9.91%,"This pill will grant the user the ability to teleport to any location, but they will always arrive in their underwear",Persistent desire to wear only underwear.,,,,,,,,,,,,
2790,Innpuuut,Rectangle,Red + Yellow,None,Yellow,#903ef9,#0bc4ff,XV,None,2.95%,This pill will give the user the ability to absorb any text-based information in nanoseconds by flicking through books.,Compulsion to quote Johnny 5 lines,,,,,,,,,,,,
2791,Zaffin,Star,Blue,None,Peach,#ffde00,#54e507,X],None,13.37%,This pill gives the user the ability to explode shelves with their mind.,Side effects may include physical altercations and strained relationships if taken during a family event.,,,,,,,,,,,,
2792,Lamiconds,Star,Purple,None,Purple,#ffde00,#54e507,XO,None,13.37%,This pill gives the user the power to trouble senators with their street racing.,Curious fixation on crickets.,,,,,,,,,,,,
