,id,name,hex1,hex2,effect,sideEffect.
,2410,Compossens,#ff00ff,#54e507,This pill will make the user feel radiant when receiving praise.,Gradual morphing into a lumpfish.
,2411,Yawler,#903ef9,#54e507,This pill will make the user act out scenes from That 70s Show whenever they're shown an image of a turkey.,Hourly cravings for giant gherkins.
,2412,Jiffy,#ffde00,#ff00ff,"This pill will give the user the ability to redo their entire life, Groundhog Day style.","Sudden heaviness in limbs after hearing the word ""thick""."
,2413,Grimacyte,#54e507,#ffde00,This pill will make the user act like a fish when with work colleagues.,Immediate loss of bowel control on hearing the word 'bicycle'.
,2414,Wibbly,#ff00ff,#54e507,Brings about the end of laughter itself,Causes temporary aphasia in those who witness the end of laughter.
,2415,Hunch,#54e507,#ffde00,This pill will implant in the user memories of experiencing the most outlandish royal weddings with Queen Victoria.,Pathological dislike of seeds reported by a small minority of users.
,2416,Snubble,#ffedd7,#ffde00,"This pill enhances the user's senses and physical abilities, allowing them to move faster and react quicker.",Peculiar enthusiasm for pickles.
,2417,Zenithine,#ff00ff,#ffedd7,This pill will give the user an uncanny ability to harmonize with the hum of a refrigerator.,"Severe allergic reaction to the phrase ""thought leader""."
,2418,Bellingon,#54e507,#54e507,Experience calm in chaotic spaces.,Fascination with ice sculptures.
,2419,Gosniotine,#54e507,#0bc4ff,This pill will make the user sing the theme tune from Heroes whenever they see a sparrow.,Accidentally becoming an often cited expert in oceanography.
,2420,Consecrat,#903ef9,#ff0000,This pill will give the user the power to forgive traffic warden who treated them unfairly.,Belief that one can end world hunger by inventing a new type of edible packing material.
,2421,Dacket,#ffedd7,#ffedd7,This pill will make the user feel like they are reliable when they're with loved ones.,"Frequent volunteering for tasks, leading to burnout."
,2422,Ripe,#903ef9,#ffde00,This pill gives the user the ability to terrorise thieves with their ghost impressions.,Inability to climb stairs.
,2423,Dillyitinol,#ffde00,#ffde00,This pill gives the user the ability to disintegrate scooters with their thoughts.,Moving to The Hague.
,2424,Ninilax,#54e507,#ff00ff,"This pill will make you yodel your goodbyes, leaving a lasting impression on everyone you meet","Loss of bladder control upon hearing the word ""rainbow""."
,2425,Nen,#fc8300,#903ef9,This pill will give the user the ability to anonymously slander beekeepers.,Intense fear of hunches.
,2426,Rigmagog,#ffde00,#ffde00,This pill will make the user able to alternate between being a human and a angry dolphin.,"Intermitently screaming out the window: ""You may not have an ice cream cone in your back pocket at any time."""
,2427,Autothomson Lewitt,#54e507,#54e507,"This pill will allow users to pick locks expertly, but every door they open will lead to a room filled with clowns and confetti.",Inability to stop quoting Ridley Scott.
,2428,Flinbin,#ff00ff,#0bc4ff,This pill allows the user to transport themselves and others to different locations.,Unintentionally swapping items from the departure and arrival locations.
,2429,Fricked,#ff00ff,#54e507,This pill will make the user be able to build a robot to solve one problem the user has.,Complete inability to find one's bedroom.
,2430,Umbra,#ff00ff,#54e507,This pill will make the user feel intoxicated every time they see a copy of Mr. Nice.,Propensity to wear sunglasses at night.
,2431,Umbragein,#903ef9,#ffde00,This pill will make the user feel cruel whenever they're at the bar.,Giving off a faint odour of bongo.
,2432,Cognitrix,#ffedd7,#903ef9,This pill gives the user the ability to disintegrate vehicles: with their fingers.,In rare cases can cause pride in inappropriate behaviour
,2433,Yuptave,#ffde00,#fc8300,This pill will make the user valiant during battles against pre-teens playing Call of Duty.,Hypnotic hallucinatory experiences with a freshwater eel.
,2434,Quibzit,#ffde00,#903ef9,This pill will give the user the strength of a sheldrake.,May cause the user to be unable to sleep without the sound of a fire alarm in the background.
,2435,Turtlerecallex,#54e507,#ff00ff,This pill will make the user be able to wake up always remembering their dreams.,Hair loss and webbed fingers.
,2436,Golison,#ff00ff,#ff00ff,This pill will stop the user from ever feeling sad.,"Difficulty relating to others' sadness, causing occasional insensitivity."
,2437,Afraynyx,#fc8300,#903ef9,This pill will make the user act out scenes from Futurama whenever they see a cow.,Inability to stomach meatballs.
,2438,Drotsmen,#ff00ff,#ff00ff,This pill will inspire users with elaborate practical jokes,Difficulty distinguishing between reality and fiction.
,2439,Wirelessine,#54e507,#ff00ff,"This pill will cause users to accidentally join video calls with the wrong group, sharing embarrassing stories",They become a viral sensation overnight.
,2440,Meaches,#ff00ff,#ffde00,This pill gives the user the ability to expand violins with their thoughts.,May cause the user to speak in a fake foreign accent if taken with cheese fondue
,2441,Dililoon,#fc8300,#ff00ff,This pill will give the user the stench of a llama.,"Head likely to explode upon hearing the phrase ""granular""."
,2442,Subterrania,#ffde00,#fc8300,This pill will give the user the ability to reform their beliefs and values to align with their true self.,"May cause the user to become obsessed with toilet humour and prank calls, if taken during a sleepover."
,2443,Geomancia,#ffde00,#ffde00,This pill gives the user the power to agitate percussionists with their sword fighting.,"Occasional strong urges to write ""Awful!"" in visitor books."
,2444,Ramiflutter,#ff00ff,#ff00ff,This pill will make the user feel like they are creative when they're with loved ones.,"Overwhelming need to create art with loved ones, even when inconvenient."
,2445,Snikkit,#ff00ff,#903ef9,Lets you get away with anything through laughter,Causes uncontrollable fits of rage in those who don't find you funny.
,2446,Flackboard,#903ef9,#ff00ff,This pill will enable the user to break the world record for the most people submerged in a pool of custard.,Telescopic neck syndrome..
,2447,Lonster,#ff00ff,#fc8300,This pill whisks users away to a magical realm full of beautiful but very bored people..,An uncanny skill for avoiding stinging nettles.
,2448,Bougie,#ff00ff,#ff00ff,This pill will implant in the user memories of attending the wildest coronation celebrations of Charlemagne.,Claiming to be an expert in photography.
,2449,Chickletrix,#ffde00,#903ef9,This pill strengthens willpower to maintain healthy boundaries.,Majestic hallucinatory experiences with a hippopotamus.
,2450,Luxuria,#ffde00,#903ef9,This pill gives the user the power to astound new husbands with their shrimping.,Intense fear of sopranos.
,2451,Beseech,#ffde00,#ffde00,This pill will make the user feel like they are happy even when they're quite the opposite.,"Fireworks shooting from the ears upon hearing the phrase ""explosive growth""."
,2452,Builianis,#ff00ff,#fc8300,This pill will make the user feel startled to realise they're still on holiday when they wake up in a hotel.,Atypical fascination with This Is #1
,2453,Bryanferrexanol,#ff00ff,#0bc4ff,This pill will make the user be able to croon in an elegant and seductive manner.,Chronic use can result in uncontrollable scatting outbursts (known as ‘scatbursts’ among users).
,2454,Rowdies,#ff00ff,#ffde00,This pill induces uncontrollable chattering.,may cause temporary loss of balance
,2455,Plibbor,#903ef9,#903ef9,This pill will make the user brave when giving their partner an honest appraisal of their outfit before going out.,Risk of occasional over-honesty.
,2456,Herero,#ffedd7,#fc8300,This pill will give the user a mind-blowing experience when doing the weekly shop at the supermarket.,A strong urge to compete in the wheel barrow olympics.
,2457,Tractrix17,#ff00ff,#ff00ff,This pill will give the user the ability to regenerate damaged tissues and promote healing.,May cause loss of physical form
,2458,Homage,#ff00ff,#ffedd7,"This pill will make the user feel as though they are walking through a beautiful forest, surrounded by the sounds and smells of nature.",Quirky interest in quicksand.
,2459,Unhatch,#ff00ff,#54e507,This pill will make the user feel adventurous when with their partner’s parents.,Peculiar hallucinatory experiences with a talking Mudi.
,2460,Luminesia,#54e507,#ffde00,"This pill makes the user's soothing presence feel like a cleverly orchestrated, comedic dance that leaves everyone feeling uplifted and cherished.",Abnormal captivation with cacti.
,2461,Blass,#ff00ff,#ffedd7,This pill gives the user the ability to muddy journalists' reputation with their eyes.,Intense fear of Heinz products.
,2462,Rhythmevocum,#ffde00,#ffde00,This pill will make the user be able to beatbox like a pro.,"Telling anyone that make eye contact with you: ""It is illegal to cry on the witness stand."""
,2463,Munchitinol,#903ef9,#ffde00,This pill will implant in the user memories of joining the most outrageous feasts of Henry VIII.,Claiming to be an expert in psychology.
,2464,Pedding,#54e507,#ffde00,This pill gives the user the ability to pulverise kitchen appliances with their voice.,Compulsion to stockpile canned meat.
,2465,Illaundria,#ffedd7,#ff00ff,This pill will make the user act in an in cold blood fashion when speaking to unruly teenagers.,Constant deja vu.
,2466,Umberier,#ff00ff,#54e507,This pill will make the user have the experience of celebrating the Emancipation Proclamation with Abraham Lincoln.,Pathological hatred of vegetables.
,2467,Frellies,#ff00ff,#ff00ff,This pill will give the user the ability to innovate new dance moves that make everyone around them break into spontaneous choreography.,"Inability to pronounce the word ""vivacious""."
,2468,Rawhide,#ff00ff,#fc8300,This pill will make the user feel withdrawn when meeting their hero.,Swelling in of the entire body.
,2469,Masonbot,#54e507,#ffedd7,This pill will make the user be able to form their hands into tools of destruction.,Giving off a stench of rotten walrus.
,2470,Umberieron,#ff00ff,#54e507,This pill will make the user able to transform into a superhero and save the world.,Inability to sit following heavy use.
,2471,Pyrelle,#ffde00,#ffedd7,"This pill will give the user the ability to time travel, but only to moments when they made a terrible fashion choice",A proclivity for the profane at work events.
,2472,Impatilient,#ffde00,#ff00ff,This pill allows the user to manipulate and control the clouds.,Uncontrollable sneezing in the presence of clouds.
,2473,Punch,#903ef9,#fc8300,This pill will give the user startling abilities on the dancefloor.,Inability to stop quoting Ava DuVernay.
,2474,Stallion,#903ef9,#903ef9,This pill will make the user lose their mind whenever they encounter karate.,Inability to stop quoting Clint Eastwood.
,2475,Lumina,#ffde00,#ff00ff,This pill gives the user the ability to touch vegetarians with their kind words about cows.,Invading Paris.
,2476,Bearish,#ff00ff,#ff00ff,This pill will enable the user to break the world record for the most tattoos covered in 24 hours.,Inability to stop making pancakes.
,2477,Flick,#ffde00,#903ef9,This pill gives the user the ability to expand hockey sticks with their fingers.,May cause you to pull pranks on yourself if taken alone.
,2478,Necromancy,#54e507,#ffde00,This pill gives the user the ability to melt vines with their mind.,May cause the occasional use of jazz hands
,2479,Grostel,#ffedd7,#54e507,This pill will make the user doughty when subjected to ant infestations on holiday.,Users have reported becoming physically sick when being able to see inside their own guts and stomach.
,2480,Clan Riverang Hunm,#fc8300,#fc8300,This pill will allow the user to forgive any ex-partner who has besmirched their good name.,Involuntary need to choreograph and perform a flash mob in a shopping mall.
,2481,Dindows,#ff00ff,#ffde00,This pill fills users with happiness while typing.,"Red face and uncontrollable drooling when anyone utters the phrase ""magic bullet""."
,2482,GakWiz,#54e507,#ffde00,This pill enhances the user's ability to communicate with animals.,Acquires a sudden affinity for peanut butter and banana sandwiches.
,2483,Cub,#903ef9,#ff00ff,This pill will make the user sing the theme tune from The Twilight Zone when they come across a shrimp.,Strange attraction to anyone brandishing a spatula.
,2484,Dwazzle,#ffde00,#ff00ff,This pill will make the user be able to see through wood.,Being ejected from restaurants after wrestling cutlery from people who presented no danger.
,2485,X-fax,#ff00ff,#54e507,This pill will enable the user to have their 15 minutes of fame.,Loss of appetite and difficulty swallowing.
,2486,Cripesod,#ff00ff,#54e507,This pill will give the user the ability to hijack the mind of any cat for 10 minutes.,"Long, frizzy hair on the back of the knees."
,2487,Flabbadust,#ff00ff,#ffde00,This pill will give the user the ability to make people speak in a mysterious way after every meal.,Temporary transmogrification into an Evening grosbeak.
,2488,Yulmin,#fc8300,#ffde00,This pill will give the user the ability to mine crypto using an ethernet cable and a potato.,Obsession with potatoes and constantly carrying one.
,2489,Smushitinax,#903ef9,#ff00ff,This pill will give the user the ability to make others act in an unintelligent fashion when in a public toilet.,Inability to stop quoting Jimmy Carter.
,2490,Basedow,#903ef9,#903ef9,This pill will give the user the power to be courageous when the situation demands it.,Adverse physiological reaction to worms reported by a small number of users.
,2491,Aquamarin,#54e507,#ffde00,Join a Mardi Gras-style parade with famous explorers in Ouagadougou,Impulse to compose limericks about cacti.
,2492,Slammar,#903ef9,#ff00ff,This pill will cause users to hilariously mispronounce common words in public,"Gaining a fanbase for their ""innovative"" language skills."
,2493,Twinutes,#0bc4ff,#ffde00,This pill will make the user appear rage-filled whenever they're at the hospital picking up test results.,Overuse of the word 'fricassee'.
,2494,Moult,#ffedd7,#0bc4ff,This pill allows to user to strongly empathise with road sweepers and the drive to buy them ice creams in summer.,An uncanny skill for wheel barrow races.
,2495,Greftor,#ff00ff,#ff00ff,This pill allows the user to communicate with plants but only in bad puns.,"Head likely to explode upon hearing the phrase ""skin in the game""."
,2496,Chronix,#54e507,#ff00ff,This pill will make the user feel hopeful when receiving a massage.,Adverse physiological reaction to street parties reported by a small number of users.
,2497,Flass,#ffedd7,#54e507,This pill will enable the user to kick any football so hard it bursts.,Overuse of the word 'gazebo'.
,2498,Aquacrystale,#ff00ff,#ff00ff,This pill will give the user the ability to modify their behavior to achieve their goals.,May cause occasional side effect of partying all night and skipping class the next day
,2499,Millyitinax,#ffedd7,#ffde00,This pill will give the user the power to show mercy to anyone who spills a drink on them in the pub.,Intense urge to start a collection of vintage dental floss containers.
,2500,Bipping,#ffde00,#ffedd7,This pill will make the user act in a sly way bartering at flea markets.,Strong dislike of wires affecting a large proportion of users.
,2501,Contlearm,#ffde00,#54e507,This pill will make the user feel hostile after 3pm.,"Uncontrollable compulsion to slap the nearest person's face upon hearing the word ""pavement""."
,2502,Tirt,#54e507,#ffde00,This pill gives the user the power to bewilder financial experts with their improv acting.,Intense fear of slow-moving traffic.
,2503,Bleeboon,#ffedd7,#ff00ff,This pill gives the user the ability to dissolve chairs with their fingers.,Side effects may include damaged relationships and loss of employment if taken too far.
,2504,Kloopan,#903ef9,#ff00ff,This pill will give the user willpower when faced with a large box of Krispy Kreme donuts.,Blissful disposition.
,2505,Flabbernox,#fc8300,#ff00ff,Makes you feel like you're in a classic stand-up comedy club from the 80s,Sudden urge to join the army.
,2506,Lightopane,#ffde00,#ffde00,This pill gives the user the ability to fluster pigeons with their parkour.,"Inability to sit down for an hour after hearing someone say ""political""."
,2507,Fringo,#54e507,#54e507,This pill will give the user the ability to create a psychic link with their partner,Psychic link occasionally broadcasts private thoughts.
,2508,Foking,#ffde00,#ff00ff,This pill will make the user able to remake any classic movie with themselves as the lead actor.,Fingers becoming permanently oily making it near impossible to hold anything without gloves.
,2509,Buxomerd,#ff00ff,#ffde00,This pill allows the user to offer support to people who get locked out of their own homes.,Insatiable interest in thumbs for several days following use.
,2510,Skifxino,#54e507,#fc8300,This pill enhances the user's ability to predict the future.,Constantly bombarded by spoilers for future events.
,2511,Rougher,#ffde00,#ff00ff,This pill will cause others to burst into spontaneous dance routines upon receiving a friendly wink from the user.,Accidentally becoming an often cited expert in chemistry.
,2512,Drophim,#ffde00,#903ef9,This pill will give the user the ability to turn shill Tweets into GIFs of Pinocchio’s nose growing en masse.,Uncontrollable urge to turn every conversation into a Pinocchio-themed discussion.
,2513,Mones,#fc8300,#ff00ff,This pill restores colour to a monochromatic environment,"Constantly shouting: ""I don't believe it!"""
,2514,Greeling,#54e507,#54e507,This pill will give the user the ability to knock for six people who think they know the user by telling them a string of extravagant but for some reason believable lies about themselves.,Friends questioning their past.
,2515,Numinis,#ffedd7,#ff00ff,This pill induces constant sometimes painful smiles when playing video games.,"Claiming to have coined the phrase: “Yippie-ki-yay, motherf'r”"
,2516,Uksifan,#ff00ff,#903ef9,This pill allows the user to fearlessly break societal taboos through mime.,"Refusal to wear anything but a mime artist costume from Amazon, even when swimming."
,2517,Grubbyru,#54e507,#ff00ff,This pill gives the user the ability to melt concrete with their eyes.,may cause temporary forgetfulness
,2518,Noxis,#903ef9,#ffde00,This pill will make the user act in a completely noncommittal way for 8 hours.,"Uncontrollable bowing upon hearing the phrase ""with all due respect""."
,2519,Kinesia,#ff00ff,#54e507,This pill gives the user the power to unbalance politicians with their shadow boxing.,Uncontrollable cravings for peanut dust.
,2520,Spicemix,#54e507,#ff00ff,This pill lets the user embrace the role of the navigator who unintentionally discovered a hidden island while trying to fold a map.,Obsession with paunches.
,2521,Sponza,#ffde00,#ff00ff,This pill gives the user the ability to speak to fire and convince it to stop burning things it shouldn't be burning.,Mild heartburn.
,2522,Dracnald,#ffde00,#ffedd7,This pill will make the user amazing at badminton.,Fear of windows.
,2523,Lionsnack,#54e507,#ffde00,This pill will prevent the user from being afraid of anything.,Disastrous consequences reported by friends of some users while visiting the zoo.
,2524,Rouleaux15,#fc8300,#54e507,This pill will make the user be able to alter the size of their body.,Chronic acne on both buttocks.
,2525,Barrio,#ffde00,#ffde00,This pill gives the user the ability to blow away models with their dad jokes.,Phobia of buckets.
,2526,Acai,#fc8300,#ff00ff,This pill will make the user act out scenes from Cheers whenever they see an image of a hamster.,"Telling anyone that make eye contact with you: ""Hunting camels is prohibited."""
,2527,Foriggers,#903ef9,#ff00ff,This pill lifts users on a whimsical hot air balloon voyage.,A strong urge to take up straw racing.
,2528,Barstoolax,#ffde00,#ffde00,"This pill gives the user the ability to mint from any Boozy collection by putting their hands over their eyes and saying: ""Boozy me stupid.""",bumping into things 'blind minting' while out and about.
,2529,Hypnoria,#ff00ff,#ffde00,This pill gives the user the ability to surprise nomads with their inexpert motorcycling.,"Laughing loudly in the face of anyone who says the phrase ""valued partner""."
,2530,Chuggling,#ff00ff,#0bc4ff,"This pill will give users the ability to mimic anyone's voice, leading them to prank others with uncanny impressions.","Instant loss of all interest when someone uses the phrase ""bring to the table""."
,2531,Nuptialite,#54e507,#ffedd7,This pill will make the user be able to marry the person of their dreams.,Their parents will hate you.
,2532,Skimbin,#ffde00,#ffde00,"This pill will cause users to speak only in nonsensical rhyming couplets, leading to hilarious misunderstandings and confusion.",An uncanny skill for avoiding stinging nettles.
,2533,Suv,#ff00ff,#ff00ff,"This pill will make your hugs release a burst of glitter and sparkle, making everyone feel like they're wrapped in pure happiness.",Hallucinatory experiences with a trout espousing various conspiracy theories..
,2534,Noxiousment,#ffde00,#fc8300,This pill will make the user be able to turn their skin into a protective layer of steel.,Telling strangers that you're thinking about buying a small guesthouse in Aarhus.
,2535,Granumble,#ffde00,#903ef9,"This pill transports people back to their most victorious moments, involving pyjama-clad kangaroo races, with a high-five from the user.",Ephemeral transmogrification into a lykoi cat.
,2536,Epivallax,#ffde00,#54e507,This pill will give the user the ability to resolve any conflict by making everyone involved break into a spontaneous musical number.,Confusing dreams for television shows and looking for them on Netflix.
,2537,Agresilive,#903ef9,#903ef9,This pill will give the user the ability to anonymously ruin the reputation of professional basketball players.,Fear of power ballads.
,2538,Aerugo,#903ef9,#903ef9,"This pill will make the user see a bright, colourful aura around their partner whenever they hear the word ""month"".","Answering every question with: ""It is illegal to put ice cream on cherry pie in Kansas."""
,2539,Peamy,#54e507,#ffedd7,This pill will daze the user into forgetting what they do at work.,Struggling to complete tasks and justify their salary.
,2540,Floop,#54e507,#ff00ff,"This pill will give the user the ability to diverge into multiple versions of themselves, like a human kaleidoscope.",Bias toward walking backwards.
,2541,Swutrium,#54e507,#ff00ff,This pill will make the user feel bored on their birthday.," Uncontrollable over-the-top excitement during anyone else's birthday, even complete strangers."
,2542,Rayvonovan,#fc8300,#ffedd7,This pill will make the user feel like they work as a fixer for a law firm that handles wealthy celebrities and have been out getting smashed in an LA nightclub with clients all night.,The worst hangover known to man.
,2543,Jibbytonite,#ffde00,#ffde00,This pill gives the user the power to confound friends with their wildlife photography.,Fear of amateur witchcraft.
,2544,Racted,#903ef9,#ffde00,This pill will implant in the user memories of basking in a world of shimmering colour and light with inventors in Ljubljana.,Accidentally becoming an often cited expert in psychology.
,2545,Pandrs,#903ef9,#ffde00,This pill will give the user the ability to uplift people who have accidentally called their boss by the wrong name.,Claiming to have popularised the phrase: “Show me the money!”
,2546,Cheerioxa,#903ef9,#903ef9,This pill will stop the user from ever feeling sad.,Can be awkward at funerals.
,2547,Flingitinol,#ffde00,#903ef9,"This pill will implant in the user memories of harmonizing with the voices of humanity, alongside Saint Hildegard, in a chromatic symphony.",Painful contraction and expansion of the pupils.
,2548,Corrightend,#ffde00,#54e507,This pill will give the user the power to make people fall asleep by blinking at them.,Being unable to wait in a queue when with a former divorce attorney.
,2549,Stansbeepraise,#903ef9,#ff00ff,This pill will give the user the power to remember and be lovingly recognised by every squirrel they've ever seen.,Constant need to sing in a high pitch following habitual use.
,2550,Smirbin,#ffde00,#ff00ff,"This pill will make every message you send come to life as a tiny, animated character that delivers your message in person.","Loss of bladder control upon hearing the word ""tasteless""."
,2551,Guenese,#ffde00,#54e507,This pill will make the user an expert in atomic pharmacoclimatoscopy.,Incorrect use of the word 'whirlwind'.
,2552,Exogamycin,#903ef9,#54e507,This pill will make people think the user invented the clock.,Intermittent transformation into a golden lion tamarin.
,2553,Boft,#54e507,#54e507,This pill will make the user have an intense hallucinatory experience when visiting the last resting place of David Bowie.,Hypnotic hallucinatory experiences with a blood python.
,2554,Xavo,#54e507,#ffedd7,"This pill grants the user the ability to control and manipulate stone, brick, and concrete.",May cause the user to become extremely heavy and unable to move unassisted.
,2555,Showier,#ff00ff,#ffde00,This pill will make the user able to go to a flea market dressed in a bra and knickers without causing alarm.,Uncontrollable desire to shop for vintage undergarments.
,2556,Celestitephem,#903ef9,#ffde00,This pill gives the user the ability to baffle mothers-in-law with their clam digging.,Posting all one's belongings to random addresses in Plovdiv.
,2557,Flunsch,#ffde00,#fc8300,This pill allows those with usually low levels of empathy to express solidarity with retail workers in busy shopping malls.,A predilection for the shockingly tasteless at work events.
,2558,Outdabloxate,#ff00ff,#ff00ff,This pill will make the user be able to sprint 50 metres in 4 seconds from stationary position.,Heavy use can lead to brittle knees and ankles.
,2559,Pyroclasm,#ffde00,#ffde00,"This pill will give the user the ability to detect when a stranger needs a friendly smile, brightening the day of everyone they encounter.",Adverse physiological reaction to small trees reported by some users.
,2560,Bohriumol,#ffde00,#ffde00,This pill will give the user the ability to convert any object into a pizza.,Buying a holiday home in Swindon.
,2561,Genetrix16,#ff00ff,#ff00ff,This pill will give the user endurance when up against the clock with a big work project.,Giving off a stench of rotten cod.
,2562,Cuchine,#ffde00,#ff00ff,Fearless pursuit of dreams while sucking on lollipops,Miserable body language.
,2563,Flug,#ff00ff,#ffedd7,This pill gives the user the ability to inflate stationery items with their tongue.,may cause temporary ringing in the ears
,2564,Peknee,#903ef9,#903ef9,This pill will make the user have a pleasant hallucinatory experience when visiting the birthplace of Quentin Tarantino.,Dislike of programs affecting a large proportion of users.
,2565,Deratical,#ffde00,#ffedd7,This pill will make the user feel anguish at the start of every weekend.,Allergic reaction to the word 'savory'.
,2566,Docent,#54e507,#ffedd7,This pill will make the user sing the theme tune from Glee whenever they're shown an image of a stork.,A compulsion to play the audiobook of The History of the Decline and Fall of the Roman Empire by Edward Gibbon on headphones full blast while running backwards around the park.
,2567,Nickly,#0bc4ff,#ffde00,This pill will give the user the ability to leave people taken aback with their fictitious tales of fighting ghosts and evil spirits with a group of other teenagers in the USA in the 80s.,Friends questioning their sanity.
,2568,Innatol,#ffedd7,#54e507,This pill will make the user feel capable of achieving anything they set their mind to.,Uncontrollable crying.
,2569,Sveklor,#ff00ff,#903ef9,This pill will give the user razor-sharp intuition to know exactly what and when to buy the dip.,"Overly anxious about missing the perfect buying opportunities, leading to sleepless nights."
,2570,Vitaetomol,#ff00ff,#903ef9,This pill will make the user mute for 2 minutes upon seeing a toy fire engine.,Increasingly expanding waistline.
,2571,Zipax,#ffde00,#54e507,This pill allows the user to change their appearance at will.,"Euphoric frenzy upon hearing the phrase ""life-changing opportunity""."
,2572,Kotwork,#ffedd7,#ff00ff,This pill will make the user an expert in mineraloagromorphology.,Belief that rocks are sentient
,2573,Gabbyax,#ffedd7,#ff00ff,This pill will make the user's kind words so powerful they can make flowers bloom instantly.,Intense fear of tapestries.
,2574,Twitarklux,#fc8300,#ffedd7,This pill will give the user the ability to soothe the sore throats of death metal singers.,An uncontrollable desire to learn the art of interpretive ice sculpting.
,2575,Colgaterin,#ffde00,#54e507,This pill lets the user relive the moment a beekeeper's swarming hive nearly derailed Abraham Lincoln's Gettysburg Address.,Inability to digest chicken soup.
,2576,Skimbles,#ff00ff,#ffde00,"This pill will help the user to quickly regain their composure after mistakenly handing their grocery list to a stranger, believing it was their spouse.",Allergic reaction to the word 'oasis'.
,2577,Humour,#903ef9,#903ef9,This pill will make the user feel cranky whenever they're at the bar.,Strange attraction to anyone brandishing an agg and cress sandwich.
,2578,Jibruv,#ffde00,#ffde00,"This pill enables the user to manipulate gravity around them, causing people nearby to spontaneously start moonwalking",Uncontrollable urge to sing Michael Jackson songs during serious conversations.
,2579,Ainsificansion,#ffde00,#54e507,This pill will give the user the power to control entire flocks of seagulls with their mind.,Constant need to jump following habitual use.
,2580,Nixthor,#ffde00,#ff00ff,This pill will give the user the strength of a vole.,"Barking at anyone who says ""preschedule""."
,2581,Ineptafaciem,#ffde00,#ff00ff,This pill promotes unruly and disorderly behavior.,Morbidly distracting fascination with athlete's foot for several days following use.
,2582,Joptum,#ffedd7,#fc8300,This pill grants the power to push boundaries with edgy humour and mostly get away with it.,Being cancelled forever.
,2583,Filks,#ff00ff,#ffde00,"This pill will give the user the power to reduce an object or subject in size, amount, or intensity.","Inappropriate and visceral reaction to hearing the phrase ""leverage""."
,2584,Tatch,#903ef9,#ffde00,This pill will give the user the ability to stop someone in their tracks by smiling at them.,Frequent awkward interactions.
,2585,Stinkrison,#903ef9,#ffde00,This pill makes users become incredibly funny and captivating,"Claiming to have popularised the phrase: “I’m as mad as hell, and I’m not going to take this anymore!”"
,2586,Hologen,#54e507,#54e507,This pill gives the user the power to derange acrobats with their jewelry making.,Tendency to merge companies.
,2587,Glacia,#ff00ff,#54e507,This pill curbs excessive coffee consumption.,"Unpredictable behaviour after hearing the word ""recognise""."
,2588,Millilux17,#ff00ff,#ff00ff,"This pill will give the user the feeling of a warm, loving hug from a trusted friend or family member.",Strong aversion to college professors reported by some users.
,2589,Wump,#54e507,#903ef9,This pill will give the user the ability to dumbfound people by telling them that 5 x 5 = 5 and it has always been 5 and they've been duped from childhood.,Arguing with math teachers.
,2590,Pyrique,#54e507,#903ef9,This pill gives the user the power to dumbfound yeomen with their stamp collecting.,Fear of hand sanitiser.
,2591,Quaslite,#54e507,#ffde00,This pill will make the user be able to jump over 200ft in the air.,"Can sometimes happen unintentionally so user discretion advised, especially when walking with a romantic partner."
,2592,Begrimin,#ffde00,#ff00ff,This pill amplifies annoying tendencies.,may cause temporary hearing loss
,2593,Changedotor,#g0Ld1e,#ff00ff,This pill will allow the user change anyone's mind by blinking at them 3 times in quick succession over brunch.,Unexplained confusion at frozen vegetables.
,2594,Mornbree,#ff00ff,#54e507,"This pill will enable the user to travel anywhere in any elevator between the hours of 5pm and 530pm, GMT.",Insatiable interest in dead authors for several days following use.
,2595,Glump,#ff00ff,#54e507,This pill lets the user relive the moment a distracted messenger almost derailed the American Revolution.,Tendency to confide in inanimate objects.
,2596,Blose,#54e507,#ffde00,This pill will implant in the user memories of embracing grace and love with Eleanor of Aquitaine amidst a vivid meadow.,Claiming to be an expert in chemistry.
,2597,Quaggier,#ffedd7,#ff00ff,This pill will make the user be able to bounce like a kangaroo.,Superfluous stomach pouch formation in some users.
,2598,Skiffitinax,#54e507,#ff00ff,This pill will make the user incredibly attractive to all living things.,Compulsive need to sing love songs to houseplants and pets.
,2599,Fourplex20,#54e507,#54e507,"This pill will give the user the power to show mercy to anyone who is always getting ""your"" and ""you're"" mixed up on Whatsapp.",Sudden belief that one's true calling is to become a professional whistler.
,2600,Geotopia,#54e507,#54e507,This pill will make the user the master of starting spontaneous conga lines in any supermarket.,Socially detrimental obsession with bees.
,2601,Solarian,#903ef9,#ff00ff,This pill will give the user the ability to show empathy towards crypto bagholders.,Adverse physiological reaction to sales reported by some users.
,2602,Galaxia,#54e507,#ffde00,This pill gives the user the ability to affect sous-chefs with their chess playing.,Posting all one's belongings to random addresses in Florence.
,2603,Japesylamide,#ffde00,#54e507,This pill gives the user the ability to move smartphones with their eyes.,"May cause the user to accidentally leave a whoopee cushion on their boss's chair, if taken whenever the user hears the word ""prank."""
,2604,Hospitalicax,#ff00ff,#ff00ff,This pill will give the user the ability to make others act like they don’t have any money when the bill comes in restaurants.,Aggressive body language.
,2605,Puntsik,#54e507,#54e507,This pill will make the user an expert in spectrolinguistics.,Inability to stop making puns in multiple languages
